challenge_idx,tc,tt,bc,bt,sample_idx,response
0,1,0,0,1,0,1165485675113536
0,1,0,0,1,1,1165485675113536
0,1,0,0,1,2,1165485675113536
0,1,0,0,1,3,1165485675113536
0,1,0,0,1,4,1165485675113536
0,1,0,0,1,5,1165485675113536
0,1,0,0,1,6,1165485675113536
0,1,0,0,1,7,1165485675113536
0,1,0,0,1,8,1165485675113536
0,1,0,0,1,9,1165485675113536
0,1,0,0,1,10,1165485675113536
0,1,0,0,1,11,1165485675113536
0,1,0,0,1,12,1165485675113536
0,1,0,0,1,13,1165485675113536
0,1,0,0,1,14,1165485675113536
0,1,0,0,1,15,1165485675113536
0,1,0,0,1,16,1165485675113536
0,1,0,0,1,17,1165485675113536
0,1,0,0,1,18,1165485675113536
0,1,0,0,1,19,1165485675113536
0,1,0,0,1,20,1165485675113536
0,1,0,0,1,21,1165485675113536
0,1,0,0,1,22,1165485675113536
0,1,0,0,1,23,1165485675113536
0,1,0,0,1,24,1165485675113536
0,1,0,0,1,25,1165485675113536
0,1,0,0,1,26,1165485675113536
0,1,0,0,1,27,1165485675113536
0,1,0,0,1,28,1165485675113536
0,1,0,0,1,29,1165485675113536
0,1,0,0,1,30,1165485675113536
0,1,0,0,1,31,1165485675113536
0,1,0,0,1,32,1165485675113536
0,1,0,0,1,33,1165485675113536
0,1,0,0,1,34,1165485675113536
0,1,0,0,1,35,1165485675113536
0,1,0,0,1,36,1165485675113536
0,1,0,0,1,37,1165485675113536
0,1,0,0,1,38,1165485675113536
0,1,0,0,1,39,1165485675113536
0,1,0,0,1,40,1165485675113536
0,1,0,0,1,41,1165485675113536
0,1,0,0,1,42,1165485675113536
0,1,0,0,1,43,1165485675113536
0,1,0,0,1,44,1165485675113536
0,1,0,0,1,45,1165485675113536
0,1,0,0,1,46,1165485675113536
0,1,0,0,1,47,1165485675113536
0,1,0,0,1,48,1165485675113536
0,1,0,0,1,49,1165485675113536
0,1,0,0,1,50,1165485675113536
0,1,0,0,1,51,1165485675113536
0,1,0,0,1,52,1165485675113536
0,1,0,0,1,53,1165485675113536
0,1,0,0,1,54,1165485675113536
0,1,0,0,1,55,1165485675113536
0,1,0,0,1,56,1165485675113536
0,1,0,0,1,57,1165485675113536
0,1,0,0,1,58,1165485675113536
0,1,0,0,1,59,1165485675113536
0,1,0,0,1,60,1165485675113536
0,1,0,0,1,61,1165485675113536
0,1,0,0,1,62,1165485675113536
0,1,0,0,1,63,1165485675113536
0,1,0,0,1,64,1165485675113536
0,1,0,0,1,65,1165485675113536
0,1,0,0,1,66,1165485675113536
0,1,0,0,1,67,1165485675113536
0,1,0,0,1,68,1165485675113536
0,1,0,0,1,69,1165485675113536
0,1,0,0,1,70,1165485675113536
0,1,0,0,1,71,1165485675113536
0,1,0,0,1,72,1165485675113536
0,1,0,0,1,73,1165485675113536
0,1,0,0,1,74,1165485675113536
0,1,0,0,1,75,1165485675113536
0,1,0,0,1,76,1165485675113536
0,1,0,0,1,77,1165485675113536
0,1,0,0,1,78,1165485675113536
0,1,0,0,1,79,1165485675113536
0,1,0,0,1,80,1165485675113536
0,1,0,0,1,81,1165485675113536
0,1,0,0,1,82,1165485675113536
0,1,0,0,1,83,1165485675113536
0,1,0,0,1,84,1165485675113536
0,1,0,0,1,85,1165485675113536
0,1,0,0,1,86,1165485675113536
0,1,0,0,1,87,1165485675113536
0,1,0,0,1,88,1165485675113536
0,1,0,0,1,89,1165485675113536
0,1,0,0,1,90,1165485675113536
0,1,0,0,1,91,1165485675113536
0,1,0,0,1,92,1165485675113536
0,1,0,0,1,93,1165485675113536
0,1,0,0,1,94,1165485675113536
0,1,0,0,1,95,1165485675113536
0,1,0,0,1,96,1165485675113536
0,1,0,0,1,97,1165485675113536
0,1,0,0,1,98,1165485675113536
0,1,0,0,1,99,1165485675113536
1,1,0,0,3,0,1165485675113536
1,1,0,0,3,1,1165485675113536
1,1,0,0,3,2,1165485641559104
1,1,0,0,3,3,1165485675113536
1,1,0,0,3,4,1165485675113536
1,1,0,0,3,5,1165485675113536
1,1,0,0,3,6,1165485675113536
1,1,0,0,3,7,1165485675113536
1,1,0,0,3,8,1165485675113536
1,1,0,0,3,9,1165485675113536
1,1,0,0,3,10,1165485675113536
1,1,0,0,3,11,1165485675113536
1,1,0,0,3,12,1165485675113536
1,1,0,0,3,13,1165485675113536
1,1,0,0,3,14,1165485675113536
1,1,0,0,3,15,1165485675113536
1,1,0,0,3,16,1165485675113536
1,1,0,0,3,17,1165485675113536
1,1,0,0,3,18,1165485675113536
1,1,0,0,3,19,1165485675113536
1,1,0,0,3,20,1165485675113536
1,1,0,0,3,21,1165485675113536
1,1,0,0,3,22,1165485675113536
1,1,0,0,3,23,1165485675113536
1,1,0,0,3,24,1165485675113536
1,1,0,0,3,25,1165485675113536
1,1,0,0,3,26,1165485675113536
1,1,0,0,3,27,1165485675113536
1,1,0,0,3,28,1165485675113536
1,1,0,0,3,29,1165485675113536
1,1,0,0,3,30,1165485675113536
1,1,0,0,3,31,1165485675113536
1,1,0,0,3,32,1165485675113536
1,1,0,0,3,33,1165485675113536
1,1,0,0,3,34,1165485675113536
1,1,0,0,3,35,1165485675113536
1,1,0,0,3,36,1165485675113536
1,1,0,0,3,37,1165485675113536
1,1,0,0,3,38,1165485675113536
1,1,0,0,3,39,1165485675113536
1,1,0,0,3,40,1165485675113536
1,1,0,0,3,41,1165485675113536
1,1,0,0,3,42,1165485675113536
1,1,0,0,3,43,1165485675113536
1,1,0,0,3,44,1165485675113536
1,1,0,0,3,45,1165485675113536
1,1,0,0,3,46,1165485675113536
1,1,0,0,3,47,1165485675113536
1,1,0,0,3,48,1165485675113536
1,1,0,0,3,49,1165485675113552
1,1,0,0,3,50,1165485675113536
1,1,0,0,3,51,1165485675113536
1,1,0,0,3,52,1165485675113536
1,1,0,0,3,53,1165485675113536
1,1,0,0,3,54,1165485675113536
1,1,0,0,3,55,1165485675113536
1,1,0,0,3,56,1165485675113536
1,1,0,0,3,57,1165485675113536
1,1,0,0,3,58,1165485675113536
1,1,0,0,3,59,1165485675113536
1,1,0,0,3,60,1165485675113536
1,1,0,0,3,61,1165485675113536
1,1,0,0,3,62,1165485675113536
1,1,0,0,3,63,1165485675113536
1,1,0,0,3,64,1165485675113536
1,1,0,0,3,65,1165485675113536
1,1,0,0,3,66,1165485675113536
1,1,0,0,3,67,1165485675113536
1,1,0,0,3,68,1165485675113536
1,1,0,0,3,69,1165485675113536
1,1,0,0,3,70,1165485675113536
1,1,0,0,3,71,1165485675113536
1,1,0,0,3,72,1165485675113536
1,1,0,0,3,73,1165485675113536
1,1,0,0,3,74,1165485675113536
1,1,0,0,3,75,1165485675113536
1,1,0,0,3,76,1165485675113536
1,1,0,0,3,77,1165485675113536
1,1,0,0,3,78,1165485675113536
1,1,0,0,3,79,1165485675113536
1,1,0,0,3,80,1165485675113536
1,1,0,0,3,81,1165485675113552
1,1,0,0,3,82,1165485675113536
1,1,0,0,3,83,1165485675113536
1,1,0,0,3,84,1165485675113536
1,1,0,0,3,85,1165485675113536
1,1,0,0,3,86,1165485675113536
1,1,0,0,3,87,1165485675113536
1,1,0,0,3,88,1165485675113536
1,1,0,0,3,89,1165485675113536
1,1,0,0,3,90,1165485675113536
1,1,0,0,3,91,1165485675113536
1,1,0,0,3,92,1165485675113536
1,1,0,0,3,93,1165485675113536
1,1,0,0,3,94,1165485675113536
1,1,0,0,3,95,1165485675113536
1,1,0,0,3,96,1165485675113536
1,1,0,0,3,97,1165485675113536
1,1,0,0,3,98,1165485675113536
1,1,0,0,3,99,1165485675113536
2,1,0,0,5,0,11861412766200884442
2,1,0,0,5,1,11861412766200884442
2,1,0,0,5,2,12437873518504307930
2,1,0,0,5,3,12437873518504307930
2,1,0,0,5,4,11861412766200884442
2,1,0,0,5,5,12437873518504307930
2,1,0,0,5,6,12437873518504307930
2,1,0,0,5,7,12437873518504307930
2,1,0,0,5,8,12437873518504307930
2,1,0,0,5,9,12437873518504307930
2,1,0,0,5,10,12437873518504307930
2,1,0,0,5,11,17049559536931695834
2,1,0,0,5,12,11861412766200884442
2,1,0,0,5,13,12437873518504307930
2,1,0,0,5,14,12437873518504307930
2,1,0,0,5,15,11861412766200884442
2,1,0,0,5,16,11861412766200884442
2,1,0,0,5,17,11861412766200884442
2,1,0,0,5,18,11861412766200884442
2,1,0,0,5,19,17049559536931695834
2,1,0,0,5,20,12437873518504307930
2,1,0,0,5,21,11861412766200884442
2,1,0,0,5,22,12437873518504307930
2,1,0,0,5,23,12437873518504307930
2,1,0,0,5,24,17049559536931695834
2,1,0,0,5,25,12437873518504307930
2,1,0,0,5,26,11861412766200884442
2,1,0,0,5,27,11861412766200884442
2,1,0,0,5,28,11861412766200884442
2,1,0,0,5,29,17049559536931695834
2,1,0,0,5,30,12437873518504307930
2,1,0,0,5,31,17049559536931695834
2,1,0,0,5,32,12437873518504307930
2,1,0,0,5,33,12437873518504307930
2,1,0,0,5,34,17049559536931695834
2,1,0,0,5,35,12437873518504307930
2,1,0,0,5,36,17049559536931695834
2,1,0,0,5,37,12437873518504307930
2,1,0,0,5,38,12437873518504307930
2,1,0,0,5,39,17049559536931695834
2,1,0,0,5,40,17049559536931695834
2,1,0,0,5,41,12437873518504307930
2,1,0,0,5,42,12437873518504307930
2,1,0,0,5,43,12437873518504307930
2,1,0,0,5,44,17049559536931695834
2,1,0,0,5,45,17049559536931695834
2,1,0,0,5,46,11861412766200884442
2,1,0,0,5,47,17049559536931695834
2,1,0,0,5,48,11861412766200884442
2,1,0,0,5,49,12437873518504307930
2,1,0,0,5,50,11861412766200884442
2,1,0,0,5,51,12437873518504307930
2,1,0,0,5,52,12437873518504307930
2,1,0,0,5,53,11861412766200884442
2,1,0,0,5,54,17049559536931695834
2,1,0,0,5,55,12437873518504307930
2,1,0,0,5,56,17049559536931695834
2,1,0,0,5,57,11861412766200884442
2,1,0,0,5,58,17049559536931695834
2,1,0,0,5,59,17049559536931695834
2,1,0,0,5,60,12437873518504307930
2,1,0,0,5,61,12437873518504307930
2,1,0,0,5,62,12437873518504307930
2,1,0,0,5,63,17049559536931695834
2,1,0,0,5,64,12437873518504307930
2,1,0,0,5,65,12437873518504307930
2,1,0,0,5,66,12437873518504307930
2,1,0,0,5,67,12437873518504307930
2,1,0,0,5,68,11861412766200884442
2,1,0,0,5,69,12437873518504307930
2,1,0,0,5,70,12437873518504307930
2,1,0,0,5,71,12437873518504307930
2,1,0,0,5,72,11861412766200884442
2,1,0,0,5,73,17049559536931695834
2,1,0,0,5,74,17049559536931695834
2,1,0,0,5,75,12437873518504307930
2,1,0,0,5,76,17049559536931695834
2,1,0,0,5,77,17049559536931695834
2,1,0,0,5,78,11861412766200884442
2,1,0,0,5,79,12437873518504307930
2,1,0,0,5,80,11861412766200884442
2,1,0,0,5,81,12437873518504307930
2,1,0,0,5,82,11861412766200884442
2,1,0,0,5,83,11861412766200884442
2,1,0,0,5,84,11861412766200884442
2,1,0,0,5,85,12437873518504307930
2,1,0,0,5,86,11861412766200884442
2,1,0,0,5,87,12437873518504307930
2,1,0,0,5,88,12437873518504307930
2,1,0,0,5,89,12437873518504307930
2,1,0,0,5,90,17049559536931695834
2,1,0,0,5,91,12437873518504307930
2,1,0,0,5,92,12437873518504307930
2,1,0,0,5,93,11861412766200884442
2,1,0,0,5,94,12437873518504307930
2,1,0,0,5,95,11861412766200884442
2,1,0,0,5,96,12437873518504307930
2,1,0,0,5,97,11861412766200884442
2,1,0,0,5,98,12437873518504307930
2,1,0,0,5,99,11861412766200884442
3,1,0,0,7,0,11825366376995876056
3,1,0,0,7,1,11825366376995876056
3,1,0,0,7,2,11825366376995876056
3,1,0,0,7,3,11825366376995876056
3,1,0,0,7,4,11825366376995876056
3,1,0,0,7,5,11825366376995876056
3,1,0,0,7,6,11825366376995876056
3,1,0,0,7,7,11825366376995876056
3,1,0,0,7,8,11825366376995876056
3,1,0,0,7,9,11825366376995876056
3,1,0,0,7,10,11825366376995876056
3,1,0,0,7,11,11825366376995876056
3,1,0,0,7,12,11825366376995876056
3,1,0,0,7,13,11825366376995876056
3,1,0,0,7,14,11825366376995876056
3,1,0,0,7,15,11825366376995876056
3,1,0,0,7,16,11825366376995876056
3,1,0,0,7,17,11825366376995876056
3,1,0,0,7,18,11825366376995876056
3,1,0,0,7,19,11825366376995876056
3,1,0,0,7,20,11825366376995876056
3,1,0,0,7,21,11825366376995876056
3,1,0,0,7,22,11825366376995876056
3,1,0,0,7,23,11825366376995876056
3,1,0,0,7,24,11825366376995876056
3,1,0,0,7,25,11825366376995876056
3,1,0,0,7,26,11825366376995876056
3,1,0,0,7,27,11825366376995876056
3,1,0,0,7,28,11825366376995876056
3,1,0,0,7,29,11825366376995876056
3,1,0,0,7,30,11825366376995876056
3,1,0,0,7,31,11825366376995876056
3,1,0,0,7,32,11825366376995876056
3,1,0,0,7,33,11825366376995876056
3,1,0,0,7,34,11825366376995876056
3,1,0,0,7,35,11825366376995876056
3,1,0,0,7,36,11825366376995876056
3,1,0,0,7,37,11825366376995876056
3,1,0,0,7,38,11825366376995876056
3,1,0,0,7,39,11825366376995876056
3,1,0,0,7,40,11825366376995876056
3,1,0,0,7,41,11825366376995876056
3,1,0,0,7,42,11825366376995876056
3,1,0,0,7,43,11825366376995876056
3,1,0,0,7,44,11825366376995876056
3,1,0,0,7,45,11825366376995876056
3,1,0,0,7,46,11825366376995876056
3,1,0,0,7,47,11825366376995876056
3,1,0,0,7,48,11825366376995876056
3,1,0,0,7,49,11825366376995876056
3,1,0,0,7,50,11825366376995876056
3,1,0,0,7,51,11825366376995876056
3,1,0,0,7,52,11825366376995876056
3,1,0,0,7,53,11825366376995876056
3,1,0,0,7,54,11825366376995876056
3,1,0,0,7,55,11825366376995876056
3,1,0,0,7,56,11825366376995876056
3,1,0,0,7,57,11825366376995876056
3,1,0,0,7,58,11825366376995876056
3,1,0,0,7,59,11825366376995876056
3,1,0,0,7,60,11825366376995876056
3,1,0,0,7,61,11825366376995876056
3,1,0,0,7,62,11825366376995876056
3,1,0,0,7,63,11825366376995876056
3,1,0,0,7,64,11825366376995876056
3,1,0,0,7,65,11825366376995876056
3,1,0,0,7,66,11825366376995876056
3,1,0,0,7,67,11825366376995876056
3,1,0,0,7,68,11825366376995876056
3,1,0,0,7,69,11825366376995876056
3,1,0,0,7,70,11825366376995876056
3,1,0,0,7,71,11825366376995876056
3,1,0,0,7,72,11825366376995876056
3,1,0,0,7,73,11825366376995876056
3,1,0,0,7,74,11825366376995876056
3,1,0,0,7,75,11825366376995876056
3,1,0,0,7,76,11825366376995876056
3,1,0,0,7,77,11825366376995876056
3,1,0,0,7,78,11825366376995876056
3,1,0,0,7,79,11825366376995876056
3,1,0,0,7,80,11825366376995876056
3,1,0,0,7,81,11825366376995876056
3,1,0,0,7,82,11825366376995876056
3,1,0,0,7,83,11825366376995876056
3,1,0,0,7,84,11825366376995876056
3,1,0,0,7,85,11825366376995876056
3,1,0,0,7,86,11825366376995876056
3,1,0,0,7,87,11825366376995876056
3,1,0,0,7,88,11825366376995876056
3,1,0,0,7,89,11825366376995876056
3,1,0,0,7,90,11825366376995876056
3,1,0,0,7,91,11825366376995876056
3,1,0,0,7,92,11825366376995876056
3,1,0,0,7,93,11825366376995876056
3,1,0,0,7,94,11825366376995876056
3,1,0,0,7,95,11825366376995876056
3,1,0,0,7,96,11825366376995876056
3,1,0,0,7,97,11825366376995876056
3,1,0,0,7,98,11825366376995876056
3,1,0,0,7,99,11825366376995876056
4,1,1,0,0,0,18446704490189922239
4,1,1,0,0,1,18446704490189922239
4,1,1,0,0,2,18446739674562011071
4,1,1,0,0,3,18446704490189922239
4,1,1,0,0,4,18446704490189922239
4,1,1,0,0,5,18446704490189922239
4,1,1,0,0,6,18446704490189922239
4,1,1,0,0,7,18446739674562011071
4,1,1,0,0,8,18446739674562011071
4,1,1,0,0,9,18446704490189922239
4,1,1,0,0,10,18446739674562011071
4,1,1,0,0,11,18446739674562011071
4,1,1,0,0,12,18446704490189922239
4,1,1,0,0,13,18446704490189922239
4,1,1,0,0,14,18446704490189922239
4,1,1,0,0,15,18446704490189922239
4,1,1,0,0,16,18446704490189922239
4,1,1,0,0,17,18446739674562011071
4,1,1,0,0,18,18446704490189922239
4,1,1,0,0,19,18446704490189922239
4,1,1,0,0,20,18446704490189922239
4,1,1,0,0,21,18446739674562011071
4,1,1,0,0,22,18446704490189922239
4,1,1,0,0,23,18446704490189922239
4,1,1,0,0,24,18446704490189922239
4,1,1,0,0,25,18446704490189922239
4,1,1,0,0,26,18446704490189922239
4,1,1,0,0,27,18446704490189922239
4,1,1,0,0,28,18446704490189922239
4,1,1,0,0,29,18446704490189922239
4,1,1,0,0,30,18446704490189922239
4,1,1,0,0,31,18446704490189922239
4,1,1,0,0,32,18446704490189922239
4,1,1,0,0,33,18446704490189922239
4,1,1,0,0,34,18446739674562011071
4,1,1,0,0,35,18446739674562011071
4,1,1,0,0,36,18446704490189922239
4,1,1,0,0,37,18446704490189922239
4,1,1,0,0,38,18446704490189922239
4,1,1,0,0,39,18446704490189922239
4,1,1,0,0,40,18446704490189922239
4,1,1,0,0,41,18446739674562011071
4,1,1,0,0,42,18446704490189922239
4,1,1,0,0,43,18446704490189922239
4,1,1,0,0,44,18446739674562011071
4,1,1,0,0,45,18446739674562011071
4,1,1,0,0,46,18446704490189922239
4,1,1,0,0,47,18446704490189922239
4,1,1,0,0,48,18446739674562011071
4,1,1,0,0,49,18446739674562011071
4,1,1,0,0,50,18446704490189922239
4,1,1,0,0,51,18446704490189922239
4,1,1,0,0,52,18446739674562011071
4,1,1,0,0,53,18446739674562011071
4,1,1,0,0,54,18446704490189922239
4,1,1,0,0,55,18446739674562011071
4,1,1,0,0,56,18446739674562011071
4,1,1,0,0,57,18446739674562011071
4,1,1,0,0,58,18446739674562011071
4,1,1,0,0,59,18446704490189922239
4,1,1,0,0,60,18446704490189922239
4,1,1,0,0,61,18446704490189922239
4,1,1,0,0,62,18446739674562011071
4,1,1,0,0,63,18446704490189922239
4,1,1,0,0,64,18446704490189922239
4,1,1,0,0,65,18446704490189922239
4,1,1,0,0,66,18446704490189922239
4,1,1,0,0,67,18446704490189922239
4,1,1,0,0,68,18446704490189922239
4,1,1,0,0,69,18446704490189922239
4,1,1,0,0,70,18446739674562011071
4,1,1,0,0,71,18446704490189922239
4,1,1,0,0,72,18446704490189922239
4,1,1,0,0,73,18446704490189922239
4,1,1,0,0,74,18446739674562011071
4,1,1,0,0,75,18446704490189922239
4,1,1,0,0,76,18446704490189922239
4,1,1,0,0,77,18446704490189922239
4,1,1,0,0,78,18446704490189922239
4,1,1,0,0,79,18446704490189922239
4,1,1,0,0,80,18446739674562011071
4,1,1,0,0,81,18446704490189922239
4,1,1,0,0,82,18446704490189922239
4,1,1,0,0,83,18446704490189922239
4,1,1,0,0,84,18446704490189922239
4,1,1,0,0,85,18446704490189922239
4,1,1,0,0,86,18446739674562011071
4,1,1,0,0,87,18446704490189922239
4,1,1,0,0,88,18446739674562011071
4,1,1,0,0,89,18446704490189922239
4,1,1,0,0,90,18446739674562011071
4,1,1,0,0,91,18446704490189922239
4,1,1,0,0,92,18446704490189922239
4,1,1,0,0,93,18446704490189922239
4,1,1,0,0,94,18446704490189922239
4,1,1,0,0,95,18446739674562011071
4,1,1,0,0,96,18446739674562011071
